,index,resumo,data,autor,jornal,titulo,type,clean_sentence,tok_lem_sentence
266,70," A penalized version of the Ericksen-Leslie model for the flow of nematic liquid crystals is considered. We study the existence of solutions by the Faedo-Galerkin method. Since one of the objectives of this work is the approximation of the model, the domains used are polyhedra (dimension 3) or polygons (dimension 2) with locally Lipschitz boundary. We also demonstrate a uniqueness result for the solution given by the existence result on some non-smooth domains of dimension 2. After, we present a linear fully discrete scheme based on a mixed formulation, using C 0 finite elements for the space discretization and a semi-implicit Euler scheme for the time discretization. We prove the convergence of the approximate solutions towards weak solutions, given by the existence result. Finally, we analyse the discrete error for sufficiently regular solutions. ",2018, André Luiz Corrêa Vianna Filho,Dissertação Digital,"Um estudo do modelo de Ericksen-Leslie para cristais líquidos via método dos elementos finitos : existência de soluções, aproximações e análise de erro",Tese/Dis, a penalized version of the ericksen leslie model for the flow of nematic liquid crystals is considered  we study the existence of solutions by the faedo galerkin method  since one of the objectives of this work is the approximation of the model  the domains used are polyhedra  dimension 3  or polygons  dimension 2  with locally lipschitz boundary  we also demonstrate a uniqueness result for the solution given by the existence result on some non smooth domains of dimension 2  after  we present a linear fully discrete scheme based on a mixed formulation  using c 0 finite elements for the space discretization and a semi implicit euler scheme for the time discretization  we prove the convergence of the approximate solutions towards weak solutions  given by the existence result  finally  we analyse the discrete error for sufficiently regular solutions  ,"['penalized', 'version', 'ericksen', 'leslie', 'model', 'nematic', 'liquid', 'crystal', 'considered', 'study', 'existence', 'solution', 'faedo', 'galerkin', 'method', 'since', 'objective', 'approximation', 'model', 'domain', 'polyhedron', 'dimension', 'polygon', 'dimension', 'locally', 'lipschitz', 'boundary', 'demonstrate', 'uniqueness', 'result', 'solution', 'given', 'existence', 'result', 'smooth', 'domain', 'dimension', 'present', 'linear', 'fully', 'discrete', 'scheme', 'based', 'mixed', 'formulation', 'using', 'finite', 'element', 'space', 'discretization', 'implicit', 'euler', 'scheme', 'discretization', 'prove', 'convergence', 'approximate', 'solution', 'towards', 'solution', 'given', 'existence', 'result', 'finally', 'analyse', 'discrete', 'error', 'sufficiently', 'regular', 'solution']"
267,71," In the present thesis we are interested in studying Dirac structures. Our main goal is to classify such structures under homotopy. For that, we start by presenting the basics on the generalized geometry formalism. First, we introduce the linear counterpart and then we move on to manifolds, where we develop the most important concepts and constructions concerning Dirac structures. At last, we consider a generalization of the Chern-Weil map and we use an adequate algebraic model for equivariant cohomology in order to construct explicit secondary characteristic classes and thus obtain the homotopical invariants. 

",2016, Aline Zanardini,Dissertação,Dirac structures and their homotopy classification,Tese/Dis," in the present thesis we are interested in studying dirac structures  our main goal is to classify such structures under homotopy  for that  we start by presenting the basics on the generalized geometry formalism  first  we introduce the linear counterpart and then we move on to manifolds  where we develop the most important concepts and constructions concerning dirac structures  at last  we consider a generalization of the chern weil map and we use an adequate algebraic model for equivariant cohomology in order to construct explicit secondary characteristic classes and thus obtain the homotopical invariants  

","['present', 'thesis', 'interested', 'studying', 'dirac', 'structure', 'classify', 'structure', 'homotopy', 'start', 'presenting', 'basic', 'generalized', 'geometry', 'formalism', 'first', 'introduce', 'linear', 'counterpart', 'manifold', 'develop', 'important', 'concept', 'construction', 'concerning', 'dirac', 'structure', 'consider', 'generalization', 'chern', 'adequate', 'algebraic', 'model', 'equivariant', 'cohomology', 'order', 'construct', 'explicit', 'secondary', 'characteristic', 'class', 'obtain', 'homotopical', 'invariant']"
268,72," Nonlinear programming algorithms are important in solving least squares problems. We have presented a theoretical and computational study of Newton and Gauss-Newton methods by analyzing their characteristics (such as the step size and main assumptions) and convergence. We considered pseudo random search methods, namely the Monte Carlo and Quasi-Monte Carlo methods, showing examples of construction of one of the low discrepancy sequences (Sobol sequence) used on samples generation of QuasiMonte Carlo method. We analyzed numerical results of experiments using classical versions of each method and hybrid versions (i.e., combining QuasiMonte Carlo with the Gauss-Newton methods). The numerical experiments were carried out with a library of objective functions in Fortran programming language proposed by More, Garbow, and Hillstrom. We compared the results obtained looking at the residual error, number of iterations used, efficiency and robustness in solving classic literature problems, and applied the methods to a seismic inverse problem considering an elastic model for layered media. ",2016, Monique Bonfim de Souza,Dissertação,"Métodos de Gauss-Newton para problemas de qualidade mínimos não lineares : teoria, validação numérica e aplicação em Geofísica",Tese/Dis, nonlinear programming algorithms are important in solving least squares problems  we have presented a theoretical and computational study of newton and gauss newton methods by analyzing their characteristics  such as the step size and main assumptions  and convergence  we considered pseudo random search methods  namely the monte carlo and quasi monte carlo methods  showing examples of construction of one of the low discrepancy sequences  sobol sequence  used on samples generation of quasimonte carlo method  we analyzed numerical results of experiments using classical versions of each method and hybrid versions  i e   combining quasimonte carlo with the gauss newton methods   the numerical experiments were carried out with a library of objective functions in fortran programming language proposed by more  garbow  and hillstrom  we compared the results obtained looking at the residual error  number of iterations used  efficiency and robustness in solving classic literature problems  and applied the methods to a seismic inverse problem considering an elastic model for layered media  ,"['nonlinear', 'programming', 'algorithm', 'important', 'solving', 'least', 'square', 'problem', 'presented', 'theoretical', 'computational', 'study', 'newton', 'gauss', 'newton', 'method', 'analyzing', 'characteristic', 'assumption', 'convergence', 'considered', 'pseudo', 'random', 'search', 'method', 'namely', 'monte', 'carlo', 'quasi', 'monte', 'carlo', 'method', 'showing', 'example', 'construction', 'discrepancy', 'sequence', 'sobol', 'sequence', 'sample', 'generation', 'quasimonte', 'carlo', 'method', 'analyzed', 'numerical', 'result', 'experiment', 'using', 'classical', 'version', 'method', 'hybrid', 'version', 'combining', 'quasimonte', 'carlo', 'gauss', 'newton', 'method', 'numerical', 'experiment', 'carried', 'library', 'objective', 'function', 'fortran', 'programming', 'language', 'proposed', 'garbow', 'hillstrom', 'compared', 'result', 'obtained', 'looking', 'residual', 'error', 'number', 'iteration', 'efficiency', 'robustness', 'solving', 'classic', 'literature', 'problem', 'applied', 'method', 'seismic', 'inverse', 'problem', 'considering', 'elastic', 'model', 'layered', 'medium']"
269,73," In this work, we developed the Coding theory in order to study the concepts of MDS codes in the space of matrices with respect to p-metric and MDS codes in any poset metrics following the existing exibitions in papers by Kim and Hyun and by Skriganov. To this end, we introduce some concepts and tools of algebra and of classical theory of error-correcting codes. Finally we present an explicit construction of a family of MDS codes in the p-metric. ",2015, Welington Santos,Dissertação,Códigos MDS na métrica de Niederreiter-Rosenbloom-Tsfasman e em métricas poset,Tese/Dis, in this work  we developed the coding theory in order to study the concepts of mds codes in the space of matrices with respect to p metric and mds codes in any poset metrics following the existing exibitions in papers by kim and hyun and by skriganov  to this end  we introduce some concepts and tools of algebra and of classical theory of error correcting codes  finally we present an explicit construction of a family of mds codes in the p metric  ,"['developed', 'coding', 'theory', 'order', 'study', 'concept', 'space', 'matrix', 'respect', 'metric', 'poset', 'metric', 'following', 'existing', 'exibitions', 'paper', 'skriganov', 'introduce', 'concept', 'algebra', 'classical', 'theory', 'error', 'correcting', 'finally', 'present', 'explicit', 'construction', 'family', 'metric']"
270,74," In this work we study the existence and uniqueness of strong solution and error estimates for the local and global cases of the Navier-Stokes problem for incompressible quantum fluids. We analyze the problem when considering the torus Td with d < 3. To ensure the existence and uniqueness of local and global strong solution, we use the semi-spectral Faedo-Galerkin method. Key-words: quantum Navier-Stokes equation, incompressible fluids, strong solution, Local in time, Global in time, error estimates. 

",2017, Rodrigo Alexandre Siqueira,Tese,Sobre o sistema de Navier-Stokes Quântico para fluidos incompressíveis : resultados de regularidade e unicidade de soluções fortes e análise de erro para aproximações semi-galerkin espectrais,Tese/Dis," in this work we study the existence and uniqueness of strong solution and error estimates for the local and global cases of the navier stokes problem for incompressible quantum fluids  we analyze the problem when considering the torus td with d   3  to ensure the existence and uniqueness of local and global strong solution  we use the semi spectral faedo galerkin method  key words  quantum navier stokes equation  incompressible fluids  strong solution  local in time  global in time  error estimates  

","['study', 'existence', 'uniqueness', 'strong', 'solution', 'error', 'estimate', 'local', 'global', 'navier', 'stokes', 'problem', 'incompressible', 'quantum', 'fluid', 'analyze', 'problem', 'considering', 'torus', 'ensure', 'existence', 'uniqueness', 'local', 'global', 'strong', 'solution', 'spectral', 'faedo', 'galerkin', 'method', 'quantum', 'navier', 'stokes', 'equation', 'incompressible', 'fluid', 'strong', 'solution', 'local', 'global', 'error', 'estimate']"
271,75," The main goal of this work is to present a study of tilting complexes in the derived category of a hereditary category in such a way that it allows us to introduce an upper bound to the strong global dimension of piecewise hereditary algebras of Dynkin, Euclidean and Sheaf types. ",2017, Cristian Schmidt,Dissertação,Complexos tilting e dimensão global forte em álgebras hereditárias por partes,Tese/Dis, the main goal of this work is to present a study of tilting complexes in the derived category of a hereditary category in such a way that it allows us to introduce an upper bound to the strong global dimension of piecewise hereditary algebras of dynkin  euclidean and sheaf types  ,"['present', 'study', 'tilting', 'complex', 'derived', 'category', 'hereditary', 'category', 'allows', 'introduce', 'upper', 'bound', 'strong', 'global', 'dimension', 'piecewise', 'hereditary', 'algebra', 'dynkin', 'euclidean', 'sheaf']"
272,76," We present two topics. Firstly, we introduce two generalized conjugation schemes for lower semi-continuous (lsc) functions defined on a real Banach space whose norm is Fréchet differentiable of the origin. Both approaches are based upon a new characterization of lower semi-continuous functions as pointwise suprema of a special class of continuous functions. In order to conclude this part of the work, we apply these ideas for building a optimization duality theory. In the second topic, we present a generalization of the strong Fitzpatrick inequality in the context of reflexive Banach spaces, involving a TBC function. We also introduce a related family of gap functions for maximal monotone inclusion problems. Thanks to the proposed generalization, we find interesting properties about this family. ",2016, Leonardo Moreto Elias,Tese,Uma teoria de conjugação simplificada para funções semicontínuas inferiormente e uma generalização da desigualdade forte de fitzpatrick,Tese/Dis, we present two topics  firstly  we introduce two generalized conjugation schemes for lower semi continuous  lsc  functions defined on a real banach space whose norm is fréchet differentiable of the origin  both approaches are based upon a new characterization of lower semi continuous functions as pointwise suprema of a special class of continuous functions  in order to conclude this part of the work  we apply these ideas for building a optimization duality theory  in the second topic  we present a generalization of the strong fitzpatrick inequality in the context of reflexive banach spaces  involving a tbc function  we also introduce a related family of gap functions for maximal monotone inclusion problems  thanks to the proposed generalization  we find interesting properties about this family  ,"['present', 'topic', 'firstly', 'introduce', 'generalized', 'conjugation', 'scheme', 'lower', 'continuous', 'function', 'defined', 'banach', 'space', 'whose', 'fréchet', 'differentiable', 'origin', 'approach', 'based', 'characterization', 'lower', 'continuous', 'function', 'pointwise', 'suprema', 'special', 'class', 'continuous', 'function', 'order', 'conclude', 'apply', 'building', 'optimization', 'duality', 'theory', 'second', 'topic', 'present', 'generalization', 'strong', 'fitzpatrick', 'inequality', 'context', 'reflexive', 'banach', 'space', 'involving', 'function', 'introduce', 'related', 'family', 'function', 'maximal', 'monotone', 'inclusion', 'problem', 'thanks', 'proposed', 'generalization', 'interesting', 'property', 'family']"
273,77," Let G be a group and K be a ring. In this work we study the partial group algebra of G, denoted by Kpar (G), which is the algebra associated to partial representations of G over K and is a refined tool to tell when two groups are not isomorphic. We present a construction of Kpar (G) by means of a groupoid denoted by r(G). We present in detail the description of Kpar (S3) via construction of the connected components of the groupoid r(S3). We also present the calculation of the partial group algebras Cpar (S3), Cpar (Zp x Zp) and Cpar (Zp2). In order to better understand this issue, we present the Exel Semigroup S(G), which is an inverse monoid whose actions in a set X are in one-one correspondence with partial actions of G in X. Moreover, the algebra semigroup KS (G) (that is semisimple) is isomorphic to Kpar (G). ",2016, Willian Valverde,Dissertação,Álgebra parcial de grupo,Tese/Dis, let g be a group and k be a ring  in this work we study the partial group algebra of g  denoted by kpar  g   which is the algebra associated to partial representations of g over k and is a refined tool to tell when two groups are not isomorphic  we present a construction of kpar  g  by means of a groupoid denoted by r g   we present in detail the description of kpar  s3  via construction of the connected components of the groupoid r s3   we also present the calculation of the partial group algebras cpar  s3   cpar  zp x zp  and cpar  zp2   in order to better understand this issue  we present the exel semigroup s g   which is an inverse monoid whose actions in a set x are in one one correspondence with partial actions of g in x  moreover  the algebra semigroup ks  g   that is semisimple  is isomorphic to kpar  g   ,"['group', 'study', 'partial', 'group', 'algebra', 'denoted', 'algebra', 'associated', 'partial', 'representation', 'refined', 'group', 'isomorphic', 'present', 'construction', 'groupoid', 'denoted', 'present', 'detail', 'description', 'construction', 'connected', 'component', 'groupoid', 'present', 'calculation', 'partial', 'group', 'algebra', 'order', 'better', 'understand', 'issue', 'present', 'semigroup', 'inverse', 'monoid', 'whose', 'action', 'correspondence', 'partial', 'action', 'moreover', 'algebra', 'semigroup', 'semisimple', 'isomorphic']"
274,78," In this paper one can analyze the behavior differences of elastic strings with two kinds of damping: frictional damping and Kelvin-Voigt damping. To do that, one can associate each problem to a semigroup wich can be used discern the solutions behavior. To two of these elastic problems will be provided a frictional damping, that is, when the equations have this configuration: utt ? auxx + ut = 0. The first problem has a globally distributed damping and in the second case the dissipation is partial and considered in a transmission problem. We will realize that in these two cases exists a solution and the semigroup associated with it has exponencial decay. The third and fourth problems have a stronger dissipation: the Kelvin-Voigt damping, that is, when the equations have the following configuration: utt ? auxx + uxxt = 0. These last cases present huge differences. When the dissipation is global the semigroup associated not just decay in an exponencial order but this semigroup is analitic. However, in a parcially distributed transmission problem, the semigroup associated with the solution does not have exponencial stability (therefore is not analitic). But one can prove that it is polynomially stable 

",2016, Lucas de Siqueira,Dissertação,Diferenças no comportamento assintótico de cordas vibrantes com amortecimentos distintos,Tese/Dis," in this paper one can analyze the behavior differences of elastic strings with two kinds of damping  frictional damping and kelvin voigt damping  to do that  one can associate each problem to a semigroup wich can be used discern the solutions behavior  to two of these elastic problems will be provided a frictional damping  that is  when the equations have this configuration  utt   auxx   ut   0  the first problem has a globally distributed damping and in the second case the dissipation is partial and considered in a transmission problem  we will realize that in these two cases exists a solution and the semigroup associated with it has exponencial decay  the third and fourth problems have a stronger dissipation  the kelvin voigt damping  that is  when the equations have the following configuration  utt   auxx   uxxt   0  these last cases present huge differences  when the dissipation is global the semigroup associated not just decay in an exponencial order but this semigroup is analitic  however  in a parcially distributed transmission problem  the semigroup associated with the solution does not have exponencial stability  therefore is not analitic   but one can prove that it is polynomially stable 

","['paper', 'analyze', 'behavior', 'difference', 'elastic', 'string', 'damping', 'frictional', 'damping', 'kelvin', 'voigt', 'damping', 'associate', 'problem', 'semigroup', 'discern', 'solution', 'behavior', 'elastic', 'problem', 'provided', 'frictional', 'damping', 'equation', 'configuration', 'first', 'problem', 'globally', 'distributed', 'damping', 'second', 'dissipation', 'partial', 'considered', 'transmission', 'problem', 'realize', 'exists', 'solution', 'semigroup', 'associated', 'exponencial', 'decay', 'third', 'fourth', 'problem', 'stronger', 'dissipation', 'kelvin', 'voigt', 'damping', 'equation', 'following', 'configuration', 'present', 'difference', 'dissipation', 'global', 'semigroup', 'associated', 'decay', 'exponencial', 'order', 'semigroup', 'analitic', 'however', 'parcially', 'distributed', 'transmission', 'problem', 'semigroup', 'associated', 'solution', 'exponencial', 'stability', 'therefore', 'analitic', 'prove', 'polynomially', 'stable']"
275,79," In this work we consider actions and co-actions of Hopf algebras on algebras with local units and we extend the characterization of H-cleft extensions of unital algebras as crossed products in this case. This result is obtained using colimits in categories. This tool also allows us to extend, with some restrictions, the Doi and Takeuchi theorem about the characterization of Galois extensions with the normal basis property. However, if the extension AcoH ' A is H-Galois it doesn't imply that the extensions of the unital subalgebras are H-Galois. In this sense we extend the concept of strong connections to H-comodule algebras with local units and we show that if A has strong connection, then the Galois condition in A transmits the same condition to its unital parts. 

",2016, Ana Cristina Correa Munaretto,Tese,H-módulo e H-comódulo álgebras com unidades locais,Tese/Dis," in this work we consider actions and co actions of hopf algebras on algebras with local units and we extend the characterization of h cleft extensions of unital algebras as crossed products in this case  this result is obtained using colimits in categories  this tool also allows us to extend  with some restrictions  the doi and takeuchi theorem about the characterization of galois extensions with the normal basis property  however  if the extension acoh   a is h galois it doesn t imply that the extensions of the unital subalgebras are h galois  in this sense we extend the concept of strong connections to h comodule algebras with local units and we show that if a has strong connection  then the galois condition in a transmits the same condition to its unital parts  

","['consider', 'action', 'action', 'algebra', 'algebra', 'local', 'extend', 'characterization', 'cleft', 'extension', 'unital', 'algebra', 'crossed', 'product', 'result', 'obtained', 'using', 'colimits', 'category', 'allows', 'extend', 'restriction', 'takeuchi', 'theorem', 'characterization', 'galois', 'extension', 'normal', 'basis', 'property', 'however', 'extension', 'galois', 'imply', 'extension', 'unital', 'subalgebras', 'galois', 'sense', 'extend', 'concept', 'strong', 'connection', 'comodule', 'algebra', 'local', 'strong', 'connection', 'galois', 'condition', 'transmits', 'condition', 'unital']"
276,80," This work covers two diferent subjects. First we present an algorithm for solving constrained optimization problems that does not make explicit use of the objective function derivatives. The algorithm mixes an inexact restoration framework with filter techniques. Each iteration is decomposed in two phases: a feasibility phase that reduces an infeasibility measure; and an optimality phase that reduces the objective function value. The optimality step is computed by derivative-free trust-region internal iterations, where the models can be constructed by any technique, provided that they are reasonable approximations of the objective function around the current point. Assuming that this and classical hypotheses hold, we prove that the algorithm satisfes an eficiency condition, which provides its global convergence. Preliminar numerical results are presented. In the second subject, we discuss the linear complementarity problem. Some block principal pivoting algorithms, eficient for solving this kind of problem, are discussed. An analysis of some techniques to guarantee convergence results of these algorithms is made. We present some numerical results to compare the eficiency and the robustness of the algorithms. Moreover we discuss two applications of the block principal pivoting: nonnegative matrix factorization and preconditioned projected gradient methods. Furthermore, in this second application, we suggest a preconditioning matrix. 

",2016, Priscila Savulski Ferreira,Tese,Um algoritmo de filtro globalmente convergente sem derivadas da função objetivo para otimização restrita e algoritmos de pivotamento em blocos principais para problemas de complementaridade linear,Tese/Dis," this work covers two diferent subjects  first we present an algorithm for solving constrained optimization problems that does not make explicit use of the objective function derivatives  the algorithm mixes an inexact restoration framework with filter techniques  each iteration is decomposed in two phases  a feasibility phase that reduces an infeasibility measure  and an optimality phase that reduces the objective function value  the optimality step is computed by derivative free trust region internal iterations  where the models can be constructed by any technique  provided that they are reasonable approximations of the objective function around the current point  assuming that this and classical hypotheses hold  we prove that the algorithm satisfes an eficiency condition  which provides its global convergence  preliminar numerical results are presented  in the second subject  we discuss the linear complementarity problem  some block principal pivoting algorithms  eficient for solving this kind of problem  are discussed  an analysis of some techniques to guarantee convergence results of these algorithms is made  we present some numerical results to compare the eficiency and the robustness of the algorithms  moreover we discuss two applications of the block principal pivoting  nonnegative matrix factorization and preconditioned projected gradient methods  furthermore  in this second application  we suggest a preconditioning matrix  

","['cover', 'diferent', 'subject', 'first', 'present', 'algorithm', 'solving', 'constrained', 'optimization', 'problem', 'explicit', 'objective', 'function', 'derivative', 'algorithm', 'inexact', 'restoration', 'framework', 'filter', 'technique', 'iteration', 'decomposed', 'phase', 'feasibility', 'phase', 'reduces', 'infeasibility', 'measure', 'optimality', 'phase', 'reduces', 'objective', 'function', 'value', 'optimality', 'computed', 'derivative', 'trust', 'region', 'internal', 'iteration', 'model', 'constructed', 'technique', 'provided', 'reasonable', 'approximation', 'objective', 'function', 'around', 'current', 'point', 'assuming', 'classical', 'hypothesis', 'prove', 'algorithm', 'satisfes', 'eficiency', 'condition', 'provides', 'global', 'convergence', 'preliminar', 'numerical', 'result', 'presented', 'second', 'subject', 'discus', 'linear', 'complementarity', 'problem', 'block', 'principal', 'pivoting', 'algorithm', 'eficient', 'solving', 'problem', 'discussed', 'analysis', 'technique', 'guarantee', 'convergence', 'result', 'algorithm', 'present', 'numerical', 'result', 'compare', 'eficiency', 'robustness', 'algorithm', 'moreover', 'discus', 'application', 'block', 'principal', 'pivoting', 'nonnegative', 'matrix', 'factorization', 'preconditioned', 'projected', 'gradient', 'method', 'furthermore', 'second', 'application', 'suggest', 'preconditioning', 'matrix']"
277,81," The main goal on this work is to investigate the global hypoellipticity of the following class of operators L .= Dt +C (t , x ,Dx ), t 2 T = R=(2_Z), x 2M, where M is a closed (compact without boundary) smooth manifold and C (t , x ,Dx ) is a first order pseudodifferential operator onM, smoothly depending on the periodic variable t . ",2015, Fernando de Ávila Silva,Tese,Hipoeliticidade global para uma classe de operadores pseudodiferenciais sobre variedades compactas,Tese/Dis, the main goal on this work is to investigate the global hypoellipticity of the following class of operators l    dt  c  t   x  dx    t 2 t   r  2_z   x 2m  where m is a closed  compact without boundary  smooth manifold and c  t   x  dx   is a first order pseudodifferential operator onm  smoothly depending on the periodic variable t   ,"['investigate', 'global', 'hypoellipticity', 'following', 'class', 'operator', 'closed', 'compact', 'without', 'boundary', 'smooth', 'manifold', 'first', 'order', 'pseudodifferential', 'operator', 'smoothly', 'depending', 'periodic', 'variable']"
278,82," The iterative processes for solving the problem of minimizing a continuous function are commonly based on line searches. Line searches are important for ensuring global convergence of optimization methods. In this work, we analyze some line searches and their theorical results. We focus mainly on the classical monotone searches of Armijo, Wolfe and Goldstein, besides the nonmonotone proposals of Grippo, Lamparielo and Lucidi, Dai and Zhang and Hager. The monotone line searches of Zhang, Zhou and Lie, Shi and Shen and the nonmonotone searches of Diniz-Ehrhardt, Martínez and Raydan, Cheng and Lie, Yin and Du and Shi and Shen are also approached in the text. All the searches studied in this work were compared in terms of performance when applied to BFGS algorithm for unconstrained optimization. Each search was tested in several versions, varying widely the parameters which define it. We analyzed the numerical results concerning the robustness and eficiency in solving classical problems from the literature. Key-Words: Unconstrained optimization, monotone line searches, nonmonotone line searches, BFGS method. 

",2015, Diego Manoel Panonceli,Dissertação,Um estudo de buscas unidirecionais aplicadas ao método BFGS,Tese/Dis," the iterative processes for solving the problem of minimizing a continuous function are commonly based on line searches  line searches are important for ensuring global convergence of optimization methods  in this work  we analyze some line searches and their theorical results  we focus mainly on the classical monotone searches of armijo  wolfe and goldstein  besides the nonmonotone proposals of grippo  lamparielo and lucidi  dai and zhang and hager  the monotone line searches of zhang  zhou and lie  shi and shen and the nonmonotone searches of diniz ehrhardt  martínez and raydan  cheng and lie  yin and du and shi and shen are also approached in the text  all the searches studied in this work were compared in terms of performance when applied to bfgs algorithm for unconstrained optimization  each search was tested in several versions  varying widely the parameters which define it  we analyzed the numerical results concerning the robustness and eficiency in solving classical problems from the literature  key words  unconstrained optimization  monotone line searches  nonmonotone line searches  bfgs method  

","['iterative', 'process', 'solving', 'problem', 'minimizing', 'continuous', 'function', 'commonly', 'based', 'search', 'search', 'important', 'ensuring', 'global', 'convergence', 'optimization', 'method', 'analyze', 'search', 'theorical', 'result', 'focus', 'mainly', 'classical', 'monotone', 'search', 'armijo', 'wolfe', 'goldstein', 'besides', 'nonmonotone', 'proposal', 'grippo', 'lamparielo', 'lucidi', 'zhang', 'hager', 'monotone', 'search', 'zhang', 'nonmonotone', 'search', 'diniz', 'ehrhardt', 'martínez', 'raydan', 'cheng', 'approached', 'search', 'studied', 'compared', 'performance', 'applied', 'algorithm', 'unconstrained', 'optimization', 'search', 'tested', 'several', 'version', 'varying', 'widely', 'parameter', 'define', 'analyzed', 'numerical', 'result', 'concerning', 'robustness', 'eficiency', 'solving', 'classical', 'problem', 'literature', 'unconstrained', 'optimization', 'monotone', 'search', 'nonmonotone', 'search', 'method']"
279,83," This thesis presents three works on nonlinear and nonconvex optimization. In the _rst work, a subspace version of the Powell-Yuan trust-region algorithm is proposed for equalityconstrained optimization problems. The main feature of the method presented is that, at each iteration, the Celis-Dennis-Tapia (CDT) subproblem is solved in a certain subspace, which reduces the computational e_ort necessary to compute the step. Preliminary numerical tests indicate that the subspace version of the method is faster than its original version on problems where the number of constraints is much lower than the number of variables. In the second work, it is investigated the convergence and the worst-case complexity of the nonlinear stepsize control algorithm recently proposed by Toint (Optim. Methods Softw. 28: 82-95, 2013) for smooth unconstrained optimization problems. The global convergence of the method is proved under the assumption that the Hessians of the models can grow by a constant amount at each iteration. Moreover, worst-case complexity bounds are estimated. The results obtained are extended to some algorithms for composite nonsmooth optimization problems and unconstrained multiobjective problems as well. Finally, in the third work, a derivative-free trust-region algorithm is proposed for composite nonsmooth optimization problems. The global convergence of the method is established and a worst-case complexity bound is obtained. The complexity analysis is then especialized to the case where the composite function is an exact penalty function, providing a worst-case complexity bound for equality-constrained optimization problems when the solution is computed using a derivative-free exact penalty algorithm. Preliminary numerical results with _nite minimax problems and with equality-constrained problems suggest that the proposed algorithm is promising. ",2014, Geovani Nunes Grapiglia,Tese,Três contribuições em otimização não-linear e não-convexa,Tese/Dis, this thesis presents three works on nonlinear and nonconvex optimization  in the _rst work  a subspace version of the powell yuan trust region algorithm is proposed for equalityconstrained optimization problems  the main feature of the method presented is that  at each iteration  the celis dennis tapia  cdt  subproblem is solved in a certain subspace  which reduces the computational e_ort necessary to compute the step  preliminary numerical tests indicate that the subspace version of the method is faster than its original version on problems where the number of constraints is much lower than the number of variables  in the second work  it is investigated the convergence and the worst case complexity of the nonlinear stepsize control algorithm recently proposed by toint  optim  methods softw  28  82 95  2013  for smooth unconstrained optimization problems  the global convergence of the method is proved under the assumption that the hessians of the models can grow by a constant amount at each iteration  moreover  worst case complexity bounds are estimated  the results obtained are extended to some algorithms for composite nonsmooth optimization problems and unconstrained multiobjective problems as well  finally  in the third work  a derivative free trust region algorithm is proposed for composite nonsmooth optimization problems  the global convergence of the method is established and a worst case complexity bound is obtained  the complexity analysis is then especialized to the case where the composite function is an exact penalty function  providing a worst case complexity bound for equality constrained optimization problems when the solution is computed using a derivative free exact penalty algorithm  preliminary numerical results with _nite minimax problems and with equality constrained problems suggest that the proposed algorithm is promising  ,"['thesis', 'present', 'three', 'nonlinear', 'nonconvex', 'optimization', 'subspace', 'version', 'powell', 'trust', 'region', 'algorithm', 'proposed', 'equalityconstrained', 'optimization', 'problem', 'feature', 'method', 'presented', 'iteration', 'celis', 'dennis', 'tapia', 'subproblem', 'solved', 'certain', 'subspace', 'reduces', 'computational', 'e_ort', 'necessary', 'compute', 'preliminary', 'numerical', 'indicate', 'subspace', 'version', 'method', 'faster', 'original', 'version', 'problem', 'number', 'constraint', 'lower', 'number', 'variable', 'second', 'investigated', 'convergence', 'worst', 'complexity', 'nonlinear', 'stepsize', 'control', 'algorithm', 'recently', 'proposed', 'toint', 'optim', 'method', 'softw', 'smooth', 'unconstrained', 'optimization', 'problem', 'global', 'convergence', 'method', 'proved', 'assumption', 'hessian', 'model', 'constant', 'amount', 'iteration', 'moreover', 'worst', 'complexity', 'bound', 'estimated', 'result', 'obtained', 'extended', 'algorithm', 'composite', 'nonsmooth', 'optimization', 'problem', 'unconstrained', 'multiobjective', 'problem', 'finally', 'third', 'derivative', 'trust', 'region', 'algorithm', 'proposed', 'composite', 'nonsmooth', 'optimization', 'problem', 'global', 'convergence', 'method', 'established', 'worst', 'complexity', 'bound', 'obtained', 'complexity', 'analysis', 'especialized', 'composite', 'function', 'exact', 'penalty', 'function', 'providing', 'worst', 'complexity', 'bound', 'equality', 'constrained', 'optimization', 'problem', 'solution', 'computed', 'using', 'derivative', 'exact', 'penalty', 'algorithm', 'preliminary', 'numerical', 'result', '_nite', 'minimax', 'problem', 'equality', 'constrained', 'problem', 'suggest', 'proposed', 'algorithm', 'promising']"
